kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_num_transits,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag,ra,dec
10797460,K00752.01,CONFIRMED,9.48803557,2.9575,615.8,142.0,35.8,2.26,793.0,93.59,5455.0,4.467,0.927,0.919,15.347,291.93423,48.141651
10797460,K00752.02,CONFIRMED,54.4183827,4.507,874.8,25.0,25.8,2.83,443.0,9.11,5455.0,4.467,0.927,0.919,15.347,291.93423,48.141651
10811496,K00753.01,CANDIDATE,19.89913995,1.7822,10829.0,56.0,76.3,14.6,638.0,39.3,5853.0,4.544,0.868,0.961,15.436,297.00482,48.134129
10848459,K00754.01,FALSE POSITIVE,1.736952453,2.40641,8079.2,621.0,505.6,33.46,1395.0,891.96,5805.0,4.564,0.791,0.836,15.597,285.53461,48.28521
10854555,K00755.01,CONFIRMED,2.525591777,1.6545,603.3,515.0,40.9,2.75,1406.0,926.16,6031.0,4.438,1.046,1.095,15.509,288.75488,48.2262
10872983,K00756.01,CONFIRMED,11.09432054,4.5945,1517.5,95.0,66.5,3.9,835.0,114.81,6046.0,4.486,0.972,1.053,15.714,296.28613,48.22467
10872983,K00756.02,CONFIRMED,4.13443512,3.1402,686.0,240.0,40.2,2.77,1160.0,427.65,6046.0,4.486,0.972,1.053,15.714,296.28613,48.22467
10872983,K00756.03,CONFIRMED,2.56658897,2.429,226.5,355.0,15.0,1.59,1360.0,807.74,6046.0,4.486,0.972,1.053,15.714,296.28613,48.22467
6721123,K00114.01,FALSE POSITIVE,7.36178958,5.022,233.7,185.0,47.7,39.21,1342.0,767.22,6227.0,3.986,1.958,1.358,12.66,298.86435,42.151569
10910878,K00757.01,CONFIRMED,16.06864674,3.5347,4914.3,69.0,161.9,5.76,600.0,30.75,5031.0,4.485,0.848,0.801,15.841,286.99948,48.37579
11446443,K00001.01,CONFIRMED,2.470613377,1.74319,14230.9,432.0,4304.3,13.04,1339.0,761.46,5820.0,4.457,0.964,0.971,11.338,286.80847,49.316399
10666592,K00002.01,CONFIRMED,2.204735417,3.88864,6674.7,611.0,5945.9,16.1,2048.0,4148.92,6440.0,4.019,1.952,1.449,10.463,292.24728,47.969521
6922244,K00010.01,CONFIRMED,3.522498429,3.19843,9145.7,384.0,1741.5,14.59,1521.0,1264.67,6225.0,4.169,1.451,1.132,13.563,281.28812,42.45108
10984090,K00112.02,CONFIRMED,3.709214104,2.6302,131.1,352.0,50.6,1.16,1206.0,500.46,5833.0,4.407,1.022,0.974,12.772,295.64871,48.49556
10419211,K00742.01,FALSE POSITIVE,11.521446064,3.6399,17984.3,96.0,622.1,150.51,753.0,75.88,5795.0,4.554,0.848,0.938,15.472,297.07993,47.597401
10464078,K00743.01,FALSE POSITIVE,19.40393776,12.2155,8918.7,71.0,214.7,7.18,523.0,17.69,5043.0,4.591,0.68,0.657,15.487,289.25821,47.635319
10480982,K00744.01,FALSE POSITIVE,19.221388942,4.79843,74284.0,55.0,2317.0,49.29,698.0,55.97,6117.0,4.496,0.947,1.025,15.341,295.81454,47.69035
10485250,K00745.01,FALSE POSITIVE,16.46983774,9.4378,10478.9,66.0,303.4,7.94,595.0,29.61,5152.0,4.517,0.786,0.741,15.788,297.15442,47.668701
10526549,K00746.01,CONFIRMED,9.27358173,3.2875,1288.3,144.0,87.2,2.47,649.0,41.85,4856.0,4.583,0.696,0.676,15.302,288.13824,47.724449
10583066,K00747.01,CONFIRMED,6.02930329,1.5821,1912.7,215.0,65.4,2.85,678.0,50.04,4537.0,4.648,0.672,0.761,15.784,283.71088,47.86327
10583180,K00748.01,FALSE POSITIVE,2.696370652,3.6129,397.9,501.0,48.2,1.58,1066.0,305.34,4989.0,4.504,0.819,0.781,15.269,283.76547,47.804298
10601284,K00749.01,CONFIRMED,5.349553819,3.0278,831.0,247.0,60.6,2.55,919.0,168.99,5185.0,4.44,0.91,0.831,15.416,292.37613,47.880989
10601284,K00749.02,CONFIRMED,3.94105221,2.5984,363.3,322.0,28.9,1.7,1018.0,253.15,5185.0,4.44,0.91,0.831,15.416,292.37613,47.880989
10601284,K00749.03,CONFIRMED,8.10904807,3.596,217.4,141.0,14.1,1.3,800.0,97.03,5185.0,4.44,0.91,0.831,15.416,292.37613,47.880989
2306756,K00113.01,FALSE POSITIVE,386.6030528,6.8057,24926.6,,994.0,41.5,297.0,1.84,5543.0,4.081,1.58,1.103,12.394,292.27374,37.671558
10662202,K00750.01,CONFIRMED,21.67699193,3.4555,857.2,62.0,34.3,2.95,530.0,18.64,4954.0,4.5,0.828,0.791,15.377,290.46512,47.92918
10682541,K00751.01,CONFIRMED,4.99677968,2.1717,934.7,208.0,28.2,2.78,917.0,166.95,5339.0,4.552,0.847,0.931,15.861,297.80826,47.946671
11460018,K00769.01,CONFIRMED,4.280963604,2.875,750.8,311.0,61.8,2.3,1012.0,247.87,5644.0,4.564,0.831,0.928,15.356,294.26581,49.314091
11463211,K00770.01,FALSE POSITIVE,1.50635409,1.5155,2211.7,882.0,181.1,4.53,1452.0,1054.12,5714.0,4.563,0.831,0.926,15.525,295.66522,49.351009
11465813,K00771.01,FALSE POSITIVE,670.645531,53.412,18090.6,3.0,642.7,14.14,196.0,0.35,5520.0,4.466,0.983,1.03,15.207,296.69861,49.316479
11493732,K00772.01,FALSE POSITIVE,61.2563628,7.633,5123.3,13.0,85.3,39.87,505.0,15.43,6144.0,4.402,1.091,1.093,15.25,283.72592,49.479519
11507101,K00773.01,CONFIRMED,38.3775486,5.588,724.2,37.0,34.7,2.82,529.0,18.53,5481.0,4.369,1.036,0.915,15.172,291.72202,49.480869
10910878,K00757.02,CONFIRMED,41.19725502,4.6297,2213.9,26.0,51.2,3.86,439.0,8.76,5031.0,4.485,0.848,0.801,15.841,286.99948,48.37579
10910878,K00757.03,CONFIRMED,6.252962249,2.5819,1036.9,167.0,47.1,2.65,823.0,108.3,5031.0,4.485,0.848,0.801,15.841,286.99948,48.37579
10987985,K00758.01,CONFIRMED,16.01308419,3.2554,1121.9,65.0,33.2,3.1,593.0,29.31,5015.0,4.499,0.826,0.785,15.39,297.02563,48.478588
11018648,K00759.01,CONFIRMED,32.62876672,4.7971,1804.8,34.0,80.0,3.36,506.0,15.55,5586.0,4.56,0.798,0.844,15.082,285.71854,48.505859
11018648,K00759.02,CONFIRMED,91.7732862,6.473,652.0,11.0,19.1,2.12,359.0,3.92,5586.0,4.56,0.798,0.844,15.082,285.71854,48.505859
11138155,K00760.01,CONFIRMED,4.959319244,2.22739,9802.0,269.0,696.5,12.21,1103.0,349.4,5712.0,4.359,1.082,0.976,15.263,292.16705,48.727589
11152159,K00761.01,FALSE POSITIVE,2.701287801,3.3827,860.4,387.0,48.3,6.54,1222.0,527.81,5550.0,4.468,0.91,0.889,15.54,297.92365,48.777321
11153539,K00762.01,CONFIRMED,4.49876511,3.7362,460.0,238.0,29.5,2.1,1133.0,389.62,6075.0,4.486,0.969,1.048,15.395,298.45685,48.791592
11242721,K00763.01,FALSE POSITIVE,19.651209505,5.2514,11766.3,59.0,513.4,12.42,730.0,67.03,6074.0,4.391,1.063,1.014,15.536,291.0939,48.933842
9579641,K00115.01,CONFIRMED,5.412203927,2.9472,601.6,244.0,166.7,2.94,1093.0,337.68,5779.0,4.339,1.087,0.941,12.791,287.88733,46.276241
11304958,K00764.01,CONFIRMED,41.43958662,10.5989,2793.1,33.0,141.1,5.5,516.0,16.72,5468.0,4.367,1.046,0.93,15.4,295.55505,49.017342
11391957,K00765.01,CONFIRMED,8.35389523,2.2514,1041.6,127.0,43.4,2.52,790.0,91.9,5592.0,4.582,0.787,0.862,15.317,285.49924,49.277351
11403044,K00766.01,CONFIRMED,4.125543472,3.1744,1487.3,323.0,128.6,4.43,1243.0,565.35,6174.0,4.417,1.103,1.162,15.506,291.93616,49.253979
11414511,K00767.01,CONFIRMED,2.816504904,2.50587,16813.7,474.0,1406.8,12.21,1219.0,521.13,5532.0,4.452,0.955,0.941,15.052,297.01547,49.225288
11442465,K00768.01,FALSE POSITIVE,33.93373447,14.561,8503.7,31.0,236.1,7.34,430.0,8.11,5040.0,4.628,0.705,0.782,15.716,284.17233,49.360722
12110942,K00786.01,CONFIRMED,3.689920099,2.6557,426.7,360.0,35.6,1.89,1147.0,408.99,5880.0,4.518,0.917,1.01,15.242,291.62241,50.61824
12366084,K00787.01,CONFIRMED,4.431238488,3.15,1010.9,302.0,71.1,3.25,1104.0,351.23,5714.0,4.428,1.015,1.007,15.367,295.81616,51.121738
12366084,K00787.02,CONFIRMED,11.37936986,2.6255,1023.5,109.0,37.9,3.95,806.0,99.68,5714.0,4.428,1.015,1.007,15.367,295.81616,51.121738
12404086,K00788.01,CONFIRMED,26.39432897,3.573,1510.9,51.0,48.2,3.07,489.0,13.49,5129.0,4.595,0.763,0.846,15.234,289.39972,51.25032
8395660,K00116.01,CONFIRMED,13.57078281,3.3539,511.7,101.0,88.4,2.64,785.0,89.61,5854.0,4.406,1.012,0.951,12.882,300.86398,44.337551
9579641,K00115.02,CONFIRMED,7.12594387,3.0014,192.4,181.0,47.1,1.79,997.0,233.31,5779.0,4.339,1.087,0.941,12.791,287.88733,46.276241
11656840,K00774.01,FALSE POSITIVE,7.442652004,2.3078,24446.2,180.0,835.6,15.03,967.0,206.78,6108.0,4.469,0.956,0.981,15.27,288.98682,49.733742
11754553,K00775.01,CONFIRMED,16.38489988,3.0249,1127.1,65.0,28.9,2.0,433.0,8.35,4126.0,4.661,0.615,0.633,15.095,286.73804,49.97575
11754553,K00775.02,CONFIRMED,7.8774163,2.0805,1306.1,135.0,38.7,2.16,553.0,22.18,4126.0,4.661,0.615,0.633,15.095,286.73804,49.97575
11754553,K00775.03,CONFIRMED,36.4454001,4.007,1122.3,27.0,21.7,1.99,332.0,2.88,4126.0,4.661,0.615,0.633,15.095,286.73804,49.97575
11812062,K00776.01,CONFIRMED,3.728732147,2.683,5226.5,357.0,345.2,6.02,1023.0,258.34,5497.0,4.577,0.809,0.907,15.523,290.78574,50.054119
11818800,K00777.01,CANDIDATE,40.4195037,3.362,6256.0,36.0,36.9,7.51,467.0,11.29,5446.0,4.507,0.781,0.714,15.487,294.31686,50.080231
11853255,K00778.01,CONFIRMED,2.243380573,1.1196,821.7,472.0,38.9,1.99,822.0,107.6,4149.0,4.698,0.564,0.578,15.135,285.17621,50.149818
11909839,K00779.01,FALSE POSITIVE,10.405998015,6.5036,14488.8,117.0,745.2,11.23,833.0,113.94,5746.0,4.393,0.924,0.77,15.562,289.23553,50.241001
11918099,K00780.01,CONFIRMED,2.337437946,1.9982,971.2,578.0,82.4,2.34,1070.0,311.16,5005.0,4.595,0.765,0.85,15.334,293.83331,50.23035
11918099,K00780.02,CANDIDATE,7.2406612,0.558,556.4,168.0,13.7,19.45,734.0,68.63,5005.0,4.595,0.765,0.85,15.334,293.83331,50.23035
9579641,K00115.03,CANDIDATE,3.43591631,3.133,23.2,357.0,8.7,0.55,1272.0,617.61,5779.0,4.339,1.087,0.941,12.791,287.88733,46.276241
11923270,K00781.01,CONFIRMED,11.59822233,2.5237,2804.5,115.0,71.0,2.65,396.0,5.82,3688.0,4.79,0.473,0.503,15.937,296.22195,50.28722
11960862,K00782.01,CONFIRMED,6.575315881,4.3084,2793.3,205.0,221.1,5.31,1015.0,251.38,5992.0,4.415,0.989,0.927,15.312,290.09805,50.321609
12020329,K00783.01,CONFIRMED,7.275040844,7.5377,3001.0,188.0,312.1,4.86,833.0,113.64,5485.0,4.556,0.867,0.986,15.08,295.45529,50.49456
12066335,K00784.01,CONFIRMED,19.27153892,2.7594,1219.8,67.0,37.1,1.93,393.0,5.66,4077.0,4.702,0.56,0.576,15.385,293.97336,50.53191
12066335,K00784.02,CONFIRMED,10.06524317,1.369,1053.3,126.0,30.3,1.91,488.0,13.43,4077.0,4.702,0.56,0.576,15.385,293.97336,50.53191
12070811,K00785.01,CONFIRMED,12.3935651,3.8896,916.6,107.0,35.8,2.66,677.0,49.68,5557.0,4.603,0.75,0.832,15.505,296.02133,50.56778
8395660,K00116.02,CONFIRMED,43.84439721,6.802,615.2,29.0,83.7,2.87,531.0,18.77,5854.0,4.406,1.012,0.951,12.882,300.86398,44.337551
3120431,K00798.01,FALSE POSITIVE,3.341913228,3.813,725.3,780.0,39.0,21.55,1032.0,268.67,5295.0,4.551,0.811,0.853,15.629,292.31595,38.27029
3246984,K00799.01,FALSE POSITIVE,1.626630225,2.1145,1620.6,664.0,103.6,32.43,1547.0,1355.88,5735.0,4.41,0.973,0.889,15.279,294.36819,38.31028
3342970,K00800.01,CONFIRMED,2.711504086,3.0099,837.5,494.0,64.5,3.12,1420.0,960.79,6214.0,4.442,1.076,1.169,15.541,291.65353,38.494659
3342970,K00800.02,CONFIRMED,7.21203748,4.0491,950.4,165.0,51.5,3.32,1025.0,260.58,6214.0,4.442,1.076,1.169,15.541,291.65353,38.494659
12459725,K00789.01,FALSE POSITIVE,14.1798187,2.505,459.9,,11.2,1.88,711.0,60.35,5799.0,4.539,0.878,0.975,15.727,291.0448,51.321671
12470844,K00790.01,CONFIRMED,8.47237911,2.7245,1123.5,159.0,47.6,2.59,751.0,75.44,5354.0,4.587,0.788,0.884,15.339,296.36652,51.319519
12470844,K00790.02,CONFIRMED,60.4189369,5.039,931.3,22.0,20.1,2.36,390.0,5.49,5354.0,4.587,0.788,0.884,15.339,296.36652,51.319519
12644822,K00791.01,CONFIRMED,12.611904345,5.1497,6105.6,104.0,277.2,7.4,753.0,76.15,5795.0,4.508,0.919,0.992,15.14,289.11221,51.737381
2440757,K00792.01,FALSE POSITIVE,1.433769925,1.8868,1976.3,481.0,112.6,46.58,1920.0,3209.29,6017.0,4.22,1.339,1.083,15.122,290.84369,37.728828
2445129,K00793.01,FALSE POSITIVE,10.31872301,3.836,871.7,130.0,38.2,28.59,876.0,139.26,5927.0,4.409,1.06,1.05,15.065,291.84891,37.713501
2713049,K00794.01,CONFIRMED,2.539183147,2.4282,382.1,528.0,38.9,2.06,1332.0,743.09,5519.0,4.35,1.062,0.921,15.026,291.43997,37.905659
3114167,K00795.01,CONFIRMED,6.770300385,2.0844,1304.0,200.0,50.8,2.77,812.0,102.87,5653.0,4.656,0.679,0.767,15.591,290.87051,38.273628
3114661,K00796.01,FALSE POSITIVE,0.444291966,2.0792,10967.4,1466.0,299.7,27.51,1836.0,2706.26,5255.0,4.678,0.636,0.709,15.748,290.99689,38.28492
3115833,K00797.01,CANDIDATE,10.181584004,3.5089,5741.1,129.0,183.6,7.73,812.0,102.91,5988.0,4.541,0.836,0.885,15.657,291.28195,38.241669
4139816,K00812.02,CONFIRMED,20.06036336,3.3203,1494.7,59.0,35.2,1.96,361.0,4.0,3950.0,4.754,0.493,0.502,15.954,286.07913,39.27832
4139816,K00812.03,CONFIRMED,46.1842039,4.758,1394.7,25.0,26.0,1.83,273.0,1.32,3950.0,4.754,0.493,0.502,15.954,286.07913,39.27832
8395660,K00116.04,CONFIRMED,23.9800854,5.351,104.0,56.0,17.1,1.31,649.0,41.94,5854.0,4.406,1.012,0.951,12.882,300.86398,44.337551
4139816,K00812.04,CONFIRMED,7.82502168,2.186,520.8,154.0,15.9,1.2,494.0,14.05,3950.0,4.754,0.493,0.502,15.954,286.07913,39.27832
4275191,K00813.01,CONFIRMED,3.895936525,2.3111,8544.8,275.0,370.8,7.34,1005.0,241.62,5557.0,4.592,0.774,0.866,15.725,294.65524,39.308361
4476123,K00814.01,CONFIRMED,22.36646466,5.228,986.8,48.0,32.1,2.32,536.0,19.45,5395.0,4.615,0.734,0.821,15.583,294.71063,39.52174
3351888,K00801.01,CONFIRMED,1.625522174,2.38963,7969.0,657.0,799.7,9.73,1579.0,1467.41,5539.0,4.322,1.106,0.935,15.001,293.87192,38.422939
3453214,K00802.01,CANDIDATE,19.620346923,2.0038,21724.6,52.0,340.5,13.6,643.0,40.39,5710.0,4.492,0.905,0.928,15.562,293.81619,38.563568
3554600,K00803.01,FALSE POSITIVE,7.544039,6.222,322.6,143.0,14.2,17.47,838.0,116.46,5657.0,4.567,0.824,0.919,15.559,293.94116,38.601101
3641726,K00804.01,CONFIRMED,9.02930689,3.1449,1019.8,146.0,53.9,2.57,757.0,77.75,5349.0,4.526,0.82,0.824,15.387,290.33362,38.72823
3734868,K00805.01,FALSE POSITIVE,10.328035714,7.7915,16917.7,114.0,636.8,13.28,843.0,119.31,5627.0,4.359,1.024,0.874,15.646,287.69675,38.886452
3832474,K00806.01,CONFIRMED,143.2063047,8.9302,10565.7,9.0,138.8,8.9,308.0,2.14,5485.0,4.556,0.867,0.986,15.403,285.28363,38.947281
8395660,K00116.03,CONFIRMED,6.164876,3.262,55.8,207.0,14.4,0.79,1021.0,256.35,5854.0,4.406,1.012,0.951,12.882,300.86398,44.337551
3832474,K00806.02,CONFIRMED,60.32494216,6.6188,20280.4,22.0,347.2,12.19,411.0,6.77,5485.0,4.556,0.867,0.986,15.403,285.28363,38.947281
3832474,K00806.03,CONFIRMED,29.1598615,4.803,488.0,,11.6,1.91,524.0,17.85,5485.0,4.556,0.867,0.986,15.403,285.28363,38.947281
3836375,K00807.01,FALSE POSITIVE,1.540397253,2.1541,816.1,842.0,38.8,25.69,1470.0,1105.68,5663.0,4.53,0.915,1.034,15.974,286.92639,38.921631
3838486,K00808.01,FALSE POSITIVE,2.99025443,5.414,589.2,454.0,48.5,1.7,918.0,168.45,4667.0,4.578,0.731,0.737,15.842,287.74881,38.92955
3935914,K00809.01,CONFIRMED,1.594745374,1.9604,15044.5,762.0,1009.3,11.3,1539.0,1329.42,5934.0,4.491,0.893,0.901,15.53,285.21381,39.027481
3940418,K00810.01,CONFIRMED,4.783002698,2.335,1008.7,281.0,70.6,2.5,886.0,145.48,5170.0,4.574,0.807,0.891,15.119,287.09399,39.060719
4049131,K00811.01,CONFIRMED,20.50588921,4.0595,2105.5,69.0,78.5,3.41,518.0,17.06,4905.0,4.544,0.761,0.739,15.398,289.31543,39.153278
4139816,K00812.01,CONFIRMED,3.340218842,1.9104,1632.6,398.0,71.6,2.03,656.0,43.73,3950.0,4.754,0.493,0.502,15.954,286.07913,39.27832
5287983,K00828.01,FALSE POSITIVE,2.507089906,2.0067,1339.2,408.0,64.9,30.26,1326.0,730.47,5926.0,4.506,0.939,1.03,15.555,295.37805,40.493401
5358241,K00829.01,CONFIRMED,18.64932728,4.4056,893.6,71.0,46.1,3.12,701.0,57.13,5775.0,4.405,1.053,1.026,15.386,290.46176,40.562462
10875245,K00117.02,CONFIRMED,4.90144976,4.1654,140.7,193.0,50.6,1.7,1262.0,598.74,5847.0,4.191,1.402,1.113,12.487,297.02826,48.208611
5358241,K00829.02,CONFIRMED,9.75192101,4.793,418.0,132.0,28.5,2.76,870.0,135.66,5775.0,4.405,1.053,1.026,15.386,290.46176,40.562462
5358241,K00829.03,CONFIRMED,38.5576546,5.794,993.0,37.0,39.7,4.02,550.0,21.71,5775.0,4.405,1.053,1.026,15.386,290.46176,40.562462
5358624,K00830.01,CONFIRMED,3.525632539,2.59959,22335.0,382.0,1996.7,11.58,975.0,213.12,5150.0,4.572,0.793,0.855,15.224,290.58173,40.5774
4544670,K00815.01,CANDIDATE,34.84398644,2.9315,4523.6,40.0,76.8,7.61,511.0,16.1,5509.0,4.482,0.871,0.84,15.684,285.92001,39.624828
4664847,K00816.01,CONFIRMED,7.748094239,3.5957,2472.1,133.0,113.2,5.52,964.0,204.39,5973.0,4.439,1.085,1.181,15.67,294.4899,39.771439
4725681,K00817.01,CONFIRMED,23.96793669,3.827,1182.3,43.0,27.5,1.8,329.0,2.77,3747.0,4.728,0.524,0.536,15.414,283.86639,39.898079
4725681,K00817.02,CONFIRMED,8.29561738,1.3421,824.3,119.0,17.9,1.82,469.0,11.39,3747.0,4.728,0.524,0.536,15.414,283.86639,39.898079
4913852,K00818.01,CONFIRMED,8.11437482,2.2736,1558.0,167.0,56.4,2.1,460.0,10.55,3692.0,4.753,0.517,0.553,15.877,288.81201,40.033401
4932348,K00819.01,FALSE POSITIVE,38.036729482,4.34617,82871.6,26.0,1300.0,27.5,500.0,14.81,5575.0,4.521,0.932,1.051,15.472,294.14789,40.055538
4936180,K00820.01,CANDIDATE,4.64090031,35.512,2450.6,227.0,296.9,30.09,1155.0,421.08,6463.0,4.5,0.826,0.786,15.27,295.11371,40.071171
11913073,K00011.01,FALSE POSITIVE,3.747838198,5.0642,616.0,358.0,138.2,13.65,1031.0,266.76,5514.0,4.569,0.826,0.926,13.496,291.06152,50.265129
10875245,K00117.01,CONFIRMED,14.74914825,6.0995,430.2,72.0,107.4,2.89,874.0,137.91,5847.0,4.191,1.402,1.113,12.487,297.02826,48.208611
5021899,K00821.01,CONFIRMED,21.81295996,4.3791,1175.4,45.0,37.8,3.38,639.0,39.33,5601.0,4.41,0.999,0.934,15.54,294.77686,40.15374
5077629,K00822.01,FALSE POSITIVE,7.91936937,3.3148,15148.1,132.0,389.0,10.34,814.0,104.0,5690.0,4.588,0.776,0.852,15.805,283.53845,40.217999
5115978,K00823.01,CANDIDATE,1.028436523,1.8606,8098.0,,89.6,72.77,1947.0,3400.48,6228.0,4.428,0.99,0.959,15.202,296.00699,40.295429
5164255,K00824.01,CONFIRMED,15.37562369,3.3169,15337.0,50.0,166.0,11.01,600.0,30.54,4986.0,4.496,0.833,0.793,16.422,283.25354,40.358189
5252423,K00825.01,CONFIRMED,8.10363271,3.161,887.9,131.0,39.3,2.11,687.0,52.82,4861.0,4.574,0.732,0.733,15.289,283.22141,40.421829
5252423,K00825.02,CONFIRMED,4.71510843,2.506,417.5,208.0,21.3,1.46,823.0,108.84,4861.0,4.574,0.732,0.733,15.289,283.22141,40.421829
5272878,K00826.01,CONFIRMED,6.365839713,2.9721,780.7,216.0,70.8,2.44,914.0,165.33,5776.0,4.554,0.849,0.939,15.09,291.14951,40.420521
5283542,K00827.01,FALSE POSITIVE,5.97581754,3.065,962.4,181.0,50.3,3.86,1047.0,284.25,6108.0,4.471,0.997,1.072,15.546,294.22397,40.417858
5649215,K00839.01,FALSE POSITIVE,2.446737317,4.7211,1177.9,552.0,110.2,26.25,1261.0,597.19,5764.0,4.548,0.863,0.959,15.021,298.96112,40.862808
5651104,K00840.01,CONFIRMED,3.04033046,1.8411,10858.8,440.0,568.2,8.99,1021.0,257.29,5035.0,4.519,0.791,0.754,15.028,299.3161,40.82238
5792202,K00841.01,CONFIRMED,15.33528675,3.897,3081.4,85.0,86.6,5.0,610.0,32.67,5251.0,4.581,0.817,0.926,15.855,292.23676,41.08588
10875245,K00117.04,CONFIRMED,7.95825328,4.377,50.0,109.0,14.7,1.06,1074.0,314.15,5847.0,4.191,1.402,1.113,12.487,297.02826,48.208611
5792202,K00841.02,CONFIRMED,31.33046135,5.176,5073.8,46.0,117.2,6.5,481.0,12.61,5251.0,4.581,0.817,0.926,15.855,292.23676,41.08588
5370302,K00831.01,FALSE POSITIVE,3.9043425,3.831,16228.4,275.0,323.4,12.28,1104.0,351.05,5810.0,4.526,0.898,0.989,15.016,294.05676,40.549679
5372966,K00832.01,FALSE POSITIVE,9.286358079,3.49949,44791.4,117.0,1671.1,17.61,796.0,95.03,5670.0,4.523,0.821,0.82,15.365,294.74396,40.53392
5376067,K00833.01,FALSE POSITIVE,3.951405455,2.1862,2453.9,272.0,117.2,31.44,1133.0,388.71,6046.0,4.539,0.869,0.953,15.446,295.50439,40.505489
5436502,K00834.01,CONFIRMED,23.65369415,8.2183,3341.8,57.0,266.3,7.89,731.0,67.65,5739.0,4.191,1.384,1.083,15.084,287.89713,40.637821
5436502,K00834.02,CONFIRMED,13.23352214,6.7372,504.6,97.0,49.1,3.06,888.0,146.67,5739.0,4.191,1.384,1.083,15.084,287.89713,40.637821
5436502,K00834.03,CONFIRMED,6.15560285,4.9843,285.0,203.0,35.1,2.32,1146.0,406.94,5739.0,4.191,1.384,1.083,15.084,287.89713,40.637821
5436502,K00834.04,CONFIRMED,2.090811305,3.388,115.9,527.0,19.9,1.62,1642.0,1718.04,5739.0,4.191,1.384,1.083,15.084,287.89713,40.637821
10875245,K00117.03,CONFIRMED,3.180027898,3.5797,120.3,323.0,50.4,1.53,1458.0,1066.86,5847.0,4.191,1.402,1.113,12.487,297.02826,48.208611
5436502,K00834.05,CONFIRMED,50.4467417,7.159,370.3,22.0,19.4,2.67,568.0,24.64,5739.0,4.191,1.384,1.083,15.084,287.89713,40.637821
5456651,K00835.01,CONFIRMED,11.76307164,2.9076,1037.3,88.0,48.9,2.35,616.0,33.99,4959.0,4.603,0.756,0.849,15.208,294.20215,40.66341
5456651,K00835.02,CONFIRMED,56.2279271,3.57,862.7,18.0,20.9,2.37,366.0,4.22,4959.0,4.603,0.756,0.849,15.208,294.20215,40.66341
5481416,K00836.01,FALSE POSITIVE,2.384052875,3.0918,1268.1,549.0,50.5,17.06,1010.0,244.87,4794.0,4.58,0.701,0.683,15.836,299.64285,40.691238
5531576,K00837.01,CONFIRMED,7.953547,2.6312,875.4,166.0,38.4,2.25,696.0,55.37,4768.0,4.536,0.779,0.759,15.66,291.15878,40.750271
5531576,K00837.02,CONFIRMED,4.14451656,2.3421,391.8,316.0,22.8,1.48,864.0,132.08,4768.0,4.536,0.779,0.759,15.66,291.15878,40.750271
5534814,K00838.01,FALSE POSITIVE,4.859386384,2.2757,6044.3,273.0,269.7,38.33,1114.0,364.23,6072.0,4.47,0.988,1.05,15.311,292.21436,40.759762
6291653,K00850.01,CONFIRMED,10.526294577,2.5211,9768.0,129.0,482.3,8.24,713.0,61.16,5386.0,4.553,0.793,0.82,15.305,293.87811,41.66177
6392727,K00851.01,CONFIRMED,4.583520948,2.7055,3812.1,297.0,99.5,5.39,1038.0,274.98,5815.0,4.54,0.877,0.973,15.287,299.18686,41.74268
6422070,K00852.01,CONFIRMED,3.76181843,3.5176,510.6,273.0,35.9,2.66,1121.0,372.62,5653.0,4.472,0.949,0.974,15.257,283.31638,41.83712
6428700,K00853.01,CONFIRMED,8.20396958,2.9667,1024.4,162.0,54.4,3.01,742.0,71.5,5015.0,4.499,0.826,0.785,15.376,286.5657,41.808399
6428700,K00853.02,CONFIRMED,14.49645186,4.016,647.5,89.0,25.7,3.01,613.0,33.48,5015.0,4.499,0.826,0.785,15.376,286.5657,41.808399
5792202,K00841.03,CONFIRMED,6.54626149,2.75,655.9,200.0,24.8,2.19,810.0,101.78,5251.0,4.581,0.817,0.926,15.855,292.23676,41.08588
5794379,K00842.01,CONFIRMED,12.71809866,3.0957,1149.4,107.0,52.7,2.31,562.0,23.6,4702.0,4.592,0.686,0.67,15.389,292.91312,41.060921
5794379,K00842.02,CONFIRMED,36.06588163,4.3246,1563.8,38.0,51.7,2.64,397.0,5.88,4702.0,4.592,0.686,0.67,15.389,292.91312,41.060921
5881688,K00843.01,CONFIRMED,4.190425659,2.8589,2877.4,318.0,240.6,6.21,1234.0,547.9,6073.0,4.392,1.135,1.163,15.27,293.49661,41.137589
6022556,K00844.01,CONFIRMED,3.709870784,3.0694,2020.3,279.0,116.1,4.35,1151.0,415.1,5727.0,4.463,0.978,1.013,15.581,283.86441,41.346458
6032497,K00845.01,CONFIRMED,16.3297527,6.271,1187.5,85.0,74.6,3.75,727.0,66.08,5878.0,4.444,0.987,0.989,15.447,288.51001,41.301769
6061119,K00846.01,CONFIRMED,27.807566216,4.21587,25391.1,50.0,748.1,13.84,554.0,22.24,5862.0,4.584,0.785,0.865,15.482,296.88821,41.396091
6191521,K00847.01,CONFIRMED,80.8723469,11.195,3604.6,17.0,160.9,7.59,452.0,9.88,5510.0,4.222,1.238,0.932,15.201,287.1543,41.565788
